,Open,High,Low,Close,Volume
2023-05-04,74.73140494268668,75.71282281016553,73.68533299407079,75.47821448907034,3282258
2023-05-05,75.47821448907034,74.38501825413,72.35367100114006,73.18587151721957,5280128
2023-05-08,73.18587151721957,80.14871380117064,79.2965495451797,79.3294142259159,6385330
2023-05-09,79.3294142259159,80.24350556875014,78.54601794487802,78.69846536950686,6627102
2023-05-10,78.69846536950686,78.0408235092342,77.39764657409623,77.9889552194095,4847076
2023-05-11,77.9889552194095,83.64609484354924,81.1281941002997,82.69828638188909,6092263
2023-05-12,82.69828638188909,84.5662723061807,82.50868835268365,83.73759680847635,6338321
2023-05-15,83.73759680847635,83.03042049305354,82.17029745269349,82.28634551485153,5222633
2023-05-16,82.28634551485153,91.21346813143343,88.94791911393669,89.62782697819122,6134979
2023-05-17,89.62782697819122,89.22811450505827,88.81230911231074,89.2276551722583,2407164
2023-05-18,89.2276551722583,95.71894342426154,93.32319587915751,93.42249552965768,2562933
2023-05-19,93.42249552965768,83.85780986313493,82.7170707130857,83.63080134019602,7869843
2023-05-22,83.63080134019602,82.46610603414669,81.67112867875525,81.7451430987696,1587991
2023-05-23,81.7451430987696,80.13260495641774,79.60337673374323,80.0434642946441,4568364
2023-05-24,80.0434642946441,82.09212562558601,80.55603559665728,81.12063674042051,913894
2023-05-25,81.12063674042051,85.90072705083705,84.00014901152785,84.51251955366253,1627010
2023-05-26,84.51251955366253,86.63649704815963,85.35967161953045,85.85407277850543,5952110
2023-05-29,85.85407277850543,84.63742915991843,83.03282511139089,84.3466872485665,5781830
2023-05-30,84.3466872485665,120.15300203351948,118.25686591766811,118.84488548633868,11500326
2023-05-31,118.84488548633868,123.03342173561704,120.48226412173364,122.35738754648266,4355410
2023-06-01,122.35738754648266,127.61130591068262,125.25757597419042,125.74229454784656,2343160
2023-06-02,125.74229454784656,120.34620378586398,119.79928562832953,120.21493369303498,3324466
2023-06-05,120.21493369303498,120.75619912254723,119.04195750558591,119.31975705768181,2603413
2023-06-06,119.31975705768181,121.44414843850956,118.71792562352029,119.42582283230996,5514059
2023-06-07,119.42582283230996,112.17501631146015,109.1341180661622,110.37398618025036,5681222
2023-06-08,110.37398618025036,116.26937702343344,113.23775516121849,114.64783375655763,2497126
2023-06-09,114.64783375655763,106.97063726160698,104.11065122060016,105.75174838925902,4056767
2023-06-12,105.75174838925902,107.89747729534415,103.54826032897263,106.20969286739711,3277934
2023-06-13,106.20969286739711,111.92597014765636,110.9049034968036,110.91069186911355,2962330
2023-06-14,110.91069186911355,120.82235531355548,118.22356406028457,119.03177114334915,11372608
2023-06-15,119.03177114334915,118.47629518652448,115.19917734719591,117.08082733888068,1520702
2023-06-16,117.08082733888068,128.17630957652395,124.45134967344536,126.64024085937278,19581967
2023-06-19,126.64024085937278,126.19874075494221,122.87636839582217,125.68469014557023,1731666
2023-06-20,125.68469014557023,120.22431235971551,116.55262895827559,117.87887822371543,20484180
2023-06-21,117.87887822371543,125.05249590517022,124.2000932446919,124.94433976263687,11678268
2023-06-22,124.94433976263687,110.31299950617301,110.10431379410535,110.29690413779372,8225029
2023-06-23,110.29690413779372,107.13476810740782,104.98311448406756,105.73157092353226,9220418
2023-06-26,105.73157092353226,108.00955433308211,106.96064070210548,107.79354882854368,3792915
2023-06-27,107.79354882854368,111.01035724786318,109.74327712543129,109.83144647502812,1824567
2023-06-28,109.83144647502812,106.26314818953715,104.76204087399628,105.82304339002454,3382904
2023-06-29,105.82304339002454,102.92648593334363,99.41868287539363,101.20636240535198,11146590
2023-06-30,101.20636240535198,95.84332534994068,94.40837368569298,94.53561310338337,6558184
2023-07-03,94.53561310338337,95.95079285862299,94.81097680993751,95.27399126291147,2569458
2023-07-04,95.27399126291147,96.38411613646745,94.55818677793745,95.06057023659193,3950357
2023-07-05,95.06057023659193,97.24319408654982,97.07404899074281,97.19931831201939,2752057
2023-07-06,97.19931831201939,96.4216484153298,95.29831570466673,95.40043223509369,4001888
2023-07-07,95.40043223509369,93.52951963285915,92.07368934103411,92.15405229205534,1085740
2023-07-10,92.15405229205534,84.36853420184329,81.28788815598271,84.12348492450077,5530280
2023-07-11,84.12348492450077,90.43694373419366,89.36068966044785,89.63602453840416,6830095
2023-07-12,89.63602453840416,91.84132468030286,88.00898088136725,90.42701895475456,2325466
2023-07-13,90.42701895475456,93.01091387675551,89.17424508648517,91.57176247673873,2636501
2023-07-14,91.57176247673873,80.34944369678635,79.77291650114768,79.89430583166751,10649133
2023-07-17,79.89430583166751,74.4256815526092,72.38241556924889,73.09264560597867,16704859
2023-07-18,73.09264560597867,71.12677041327605,69.18987012955964,69.93736781331245,2946641
2023-07-19,69.93736781331245,77.08075639057272,75.05635259503829,76.24948557958015,8342274
2023-07-20,76.24948557958015,70.84217269462467,69.8461125518904,70.29242382891817,14738448
2023-07-21,70.29242382891817,66.92931761906725,65.4847233149186,66.67263926338165,2844926
2023-07-24,66.67263926338165,67.52558130987092,65.82262308101623,66.11192893042576,5321184
2023-07-25,66.11192893042576,65.04550382365598,63.39886141832003,64.04101818829304,3096430
2023-07-26,64.04101818829304,69.573482565674,67.8202295598336,68.92223955291257,5345526
2023-07-27,68.92223955291257,75.58772845120973,73.7755876629693,74.06723589133877,19710009
2023-07-28,74.06723589133877,69.73003119769146,68.63499046976335,68.95689052297007,8607225
2023-07-31,68.95689052297007,79.09775937867991,78.72105691361695,78.86701217065888,8372347
2023-08-01,78.86701217065888,86.29567277594099,85.36080828230415,85.86211654484333,9952610
2023-08-02,85.86211654484333,83.18122068983357,81.13153154189249,82.61597301958383,1615974
2023-08-03,82.61597301958383,77.94261361956376,77.29340827369573,77.54107912858404,4666631
2023-08-04,77.54107912858404,77.28656798873367,75.89234115912912,77.22918416781424,3547808
2023-08-07,77.22918416781424,72.89006255901677,72.19233842311772,72.32264045014375,5670196
2023-08-08,72.32264045014375,65.76147028567513,65.53102886456882,65.6802890479259,5327655
2023-08-09,65.6802890479259,63.07292259421431,61.6329669987581,62.06317999734344,7735493
2023-08-10,62.06317999734344,65.98396324951737,64.02976618797855,64.49073466407246,1867218
2023-08-11,64.49073466407246,68.9709883262261,68.13004369719494,68.16515855624937,5303912
2023-08-14,68.16515855624937,67.70781073269438,66.3423256780347,67.59132087471272,4094082
2023-08-15,67.59132087471272,67.84534064410694,67.20378732167126,67.52609591029358,3548105
2023-08-16,67.52609591029358,69.96978180684224,68.93532466976347,69.17992583545522,4035982
2023-08-17,69.17992583545522,71.93251018429694,70.3339040129896,71.31824201479891,2745012
2023-08-18,71.31824201479891,74.44862938791107,72.5489531525043,73.85711173646907,5847365
2023-08-21,73.85711173646907,80.3614063743001,78.01498623097238,78.83645363426463,13939413
2023-08-22,78.83645363426463,79.4328320146752,78.09841613421989,78.89383905520096,2886531
2023-08-23,78.89383905520096,82.41737437297655,81.46207066700171,81.57279641644865,3262158
2023-08-24,81.57279641644865,81.98142491378496,81.88489978121449,81.930928418272,3344187
2023-08-25,81.930928418272,83.10381324660122,81.53553694654053,81.60125689851793,1581014
2023-08-28,81.60125689851793,79.10670575987221,77.06006049142452,77.91031589330461,3043441
2023-08-29,77.91031589330461,73.99949490707682,73.00288777379228,73.52300242458996,9579864
2023-08-30,73.52300242458996,76.8440794502673,74.46043218537667,74.962913825823,2106363
2023-08-31,74.962913825823,78.12261361380624,77.50490862548484,77.92297016707255,6767853
2023-09-01,77.92297016707255,77.23387254220759,75.73904737025913,76.65984687776586,3189625
2023-09-04,76.65984687776586,74.76213985304814,74.22778344780451,74.33934494863747,1459235
2023-09-05,74.33934494863747,69.37986312799164,67.4113212834575,68.9390691780722,6611733
2023-09-06,68.9390691780722,66.73844366828438,64.94447091669463,65.97587765887087,2820556
2023-09-07,65.97587765887087,64.35510495193465,63.16127398738598,63.93773210580249,8175013
2023-09-08,63.93773210580249,63.396085156326514,62.607356372581165,63.268372871755936,2152318
2023-09-11,63.268372871755936,62.24871179263685,61.099115385300514,61.697748409685964,3501782
2023-09-12,61.697748409685964,62.106724075746484,60.33598930304778,61.257506733243154,10421067
2023-09-13,61.257506733243154,59.162752265553785,57.67147028906998,57.96852253482525,9946209
2023-09-14,57.96852253482525,57.47323389951158,56.79063077171756,57.188779086839915,2082501
2023-09-15,57.188779086839915,62.149033279710366,61.86945675150747,62.141756551718764,2709027
2023-09-18,62.141756551718764,60.381265463081505,59.99660289743876,60.16062741809713,1591736
2023-09-19,60.16062741809713,62.69132598007001,60.184257476838795,61.44119249715721,10511136
2023-09-20,61.44119249715721,62.63897892653087,61.452891042358324,61.9090841770406,3422823
2023-09-21,61.9090841770406,65.36232724637937,63.973054399397526,65.27795616264312,2051420
2023-09-22,65.27795616264312,60.772131124434644,59.52323160925723,60.17182948948563,7417373
2023-09-25,60.17182948948563,63.83920727587764,62.139899075961175,63.00604713746597,3097204
2023-09-26,63.00604713746597,62.597546430439465,61.13276051501872,61.57218793748076,2204120
2023-09-27,61.57218793748076,66.05438562379932,64.69976049838489,64.92080185463576,3612382
2023-09-28,64.92080185463576,56.14692322061579,55.43684431575902,55.56190207543516,3129477
2023-09-29,55.56190207543516,47.41804407628291,46.61048244793157,47.25364036305947,17406281
2023-10-02,47.25364036305947,44.05921871722969,42.91231971278042,43.403623153820625,10029617
2023-10-03,43.403623153820625,46.00345876019235,45.968162871293764,45.986434879366705,6851382
2023-10-04,45.986434879366705,48.614924048607875,47.273805830959205,48.181315968820435,5731630
2023-10-05,48.181315968820435,42.660648254028466,42.37109482187085,42.59474213830463,12427538
2023-10-06,42.59474213830463,41.17186892338869,40.22320202992508,40.67178499410978,3214730
2023-10-09,40.67178499410978,36.09344819012945,34.53528997269802,35.24310342751738,6275068
2023-10-10,35.24310342751738,35.74663473115201,34.9770279964763,35.393774637850356,2343257
2023-10-11,35.393774637850356,40.05730314510971,39.1654954413043,39.77572980849696,20986671
2023-10-12,39.77572980849696,37.85936288597727,37.09853888168453,37.34236531632874,5237413
2023-10-13,37.34236531632874,35.86709544412818,35.11537016895865,35.43340495626958,1698653
2023-10-16,35.43340495626958,34.655509380408645,34.46427252475057,34.613320713848594,5016638
2023-10-17,34.613320713848594,35.59006646037011,34.53422582888614,35.4326247202173,4087134
2023-10-18,35.4326247202173,32.80877395316321,32.27978047340119,32.3419996945848,12207878
2023-10-19,32.3419996945848,33.967061519177946,33.12205008130364,33.239392860620214,1966983
2023-10-20,33.239392860620214,31.73693586183846,31.34225402030788,31.697069199662533,3886365
2023-10-23,31.697069199662533,33.86182931199461,33.70103889355155,33.744620554425296,12334642
2023-10-24,33.744620554425296,30.218750299313538,29.513418975446626,30.085229656574775,8317332
2023-10-25,30.085229656574775,29.980555898061596,29.445102869244167,29.703503252680783,2612675
2023-10-26,29.703503252680783,27.038342364739798,26.85455226715391,26.977372507917018,6677794
2023-10-27,26.977372507917018,26.110494957428603,25.899567778225514,26.060117462150007,10610198
2023-10-30,26.060117462150007,25.968641734432296,25.24771302151447,25.461022304605592,5781236
2023-10-31,25.461022304605592,28.551666843491525,27.730756361819388,28.032716862517056,9651292
2023-11-01,28.032716862517056,30.66306163353187,30.37582690149435,30.52840510182921,16040643
2023-11-02,30.52840510182921,28.881250536429636,28.632251355423826,28.705139198260376,4946623
2023-11-03,28.705139198260376,28.355552097840135,27.568358333963484,28.05255109912753,6446463
2023-11-06,28.05255109912753,28.47215278373985,28.13205615059001,28.305819387277605,3931220
2023-11-07,28.305819387277605,27.978290269310026,27.375776671284573,27.608590033834787,3325549
2023-11-08,27.608590033834787,25.906192374009613,25.286841602200298,25.627721031283,12969935
2023-11-09,25.627721031283,25.986974556578758,25.73251650828441,25.81606531650723,1780260
2023-11-10,25.81606531650723,25.58725459635844,25.34238253898931,25.470742677417167,4969203
2023-11-13,25.470742677417167,26.483468557683242,25.98372560044802,26.16756199500884,2657120
2023-11-14,26.16756199500884,26.903056626944206,26.229168015112705,26.6154715457919,3077591
2023-11-15,26.6154715457919,31.92030801796146,31.57278612885502,31.628367823538728,10881037
2023-11-16,31.628367823538728,30.053431095215778,29.409368468283184,29.868861311389196,15200870
2023-11-17,29.868861311389196,27.496842073479673,27.205080684742214,27.231882341620818,5954332
2023-11-20,27.231882341620818,25.20999406571966,24.997011642310923,25.206683518603082,4798010
2023-11-21,25.206683518603082,25.784545439803676,25.322756461146465,25.435997969333098,2866948
2023-11-22,25.435997969333098,27.980393369975005,27.38883337239949,27.688307636295782,6879295
2023-11-23,27.688307636295782,28.650621165953456,28.127585092254563,28.201131573709386,3133119
2023-11-24,28.201131573709386,26.635097259788086,25.17931026470363,26.24189827523044,11840671
2023-11-27,26.24189827523044,27.875359190478694,26.964945681688402,27.28835328876366,3369371
2023-11-28,27.28835328876366,22.71071406139668,22.443435594887497,22.568710255734096,17257897
2023-11-29,22.568710255734096,22.750759152296848,22.147040668799132,22.577426322368236,2123735
2023-11-30,22.577426322368236,23.075615104952544,22.79075752744602,22.886449086912993,3477624
2023-12-01,22.886449086912993,24.502606711807204,24.056048756885133,24.431898564572307,11440558
2023-12-04,24.431898564572307,25.65091567464333,25.274074543574823,25.32847132823059,2928716
2023-12-05,25.32847132823059,26.278258849259284,25.5393071601853,26.004926718059316,7691909
2023-12-06,26.004926718059316,25.337510431298384,24.84406245006623,25.140746026046433,2271121
2023-12-07,25.140746026046433,23.78489507927415,23.62740221493089,23.74722820145303,8439925
2023-12-08,23.74722820145303,24.97857814715147,24.43434499082663,24.619847709172745,5102393
2023-12-11,24.619847709172745,23.216855031342856,22.866868904151243,22.872704106698233,4348063
2023-12-12,22.872704106698233,24.019473575781188,23.60310650568058,23.671823567185243,2452959
2023-12-13,23.671823567185243,26.643014049876346,26.471767503558123,26.574646601815594,12773947
2023-12-14,26.574646601815594,26.910016515636674,26.379518417185622,26.80088698184454,2031152
2023-12-15,26.80088698184454,27.036412809736603,26.52435696075129,26.941353264053163,2521915
2023-12-18,26.941353264053163,27.940261095327717,27.588957422490413,27.919088805935317,8545179
2023-12-19,27.919088805935317,29.35047188953484,28.89501004881435,28.906480160448215,3953094
2023-12-20,28.906480160448215,31.33297324600039,29.977615697764964,30.790790203431733,15644278
2023-12-21,30.790790203431733,31.289219554648813,30.61489769303152,30.872902445905495,4776004
2023-12-22,30.872902445905495,31.047421584491126,30.56489988981996,30.758919716896823,3694199
2023-12-25,30.758919716896823,29.254792635150096,28.431871030170004,29.042110642595347,9816980
2023-12-26,29.042110642595347,32.31361207062669,32.16182228668782,32.19669574630444,15756375
2023-12-27,32.19669574630444,29.820343203208353,29.44735798181781,29.703159803885647,11086353
2023-12-28,29.703159803885647,31.96867341984619,31.802619442077155,31.860120998480117,5251583
2023-12-29,31.860120998480117,31.609948908168974,31.39222170403114,31.412815593566535,3123301
2024-01-01,31.412815593566535,33.462377823233396,33.03460547973287,33.196155446283825,6950647
2024-01-02,33.196155446283825,30.098703159861902,29.149495971932225,29.839882692541842,3352600
2024-01-03,29.839882692541842,31.656438084546178,30.803651513564677,30.904865307854678,2173435
2024-01-04,30.904865307854678,32.824708070020726,32.017916773845606,32.04259595153637,2536996
2024-01-05,32.04259595153637,34.26241552064492,34.08391855840824,34.13202883597831,13966525
2024-01-08,34.13202883597831,36.732331974964175,35.77661350710316,36.61567995224237,4333196
2024-01-09,36.61567995224237,36.60061448681915,36.0643538845458,36.51952758760971,1118488
2024-01-10,36.51952758760971,39.75456584672234,39.448737618606785,39.63628763103169,10277655
2024-01-11,39.63628763103169,42.168357303483475,40.633871699660595,41.09857635584697,4131293
2024-01-12,41.09857635584697,40.55837246330224,39.774062521692265,40.037167755857986,3058066
2024-01-15,40.037167755857986,41.75096208504627,40.11062191158324,40.86907305787851,4169067
2024-01-16,40.86907305787851,44.18809782635956,43.57976685699783,43.589968839001365,22782355
2024-01-17,43.589968839001365,43.148410505188764,42.423527428674255,43.08572355340229,668702
2024-01-18,43.08572355340229,45.61534458752084,44.46550755417197,45.135279513573195,4285383
2024-01-19,45.135279513573195,43.45752298136918,42.15935449899818,43.00296808942049,7579147
2024-01-22,43.00296808942049,40.54526250485058,40.32035262897159,40.38878640070388,6687685
2024-01-23,40.38878640070388,40.75011810307966,40.194653966549964,40.61404135440639,2609058
2024-01-24,40.61404135440639,35.7336841250078,35.10507849142841,35.60238284999608,6911101
2024-01-25,35.60238284999608,36.01267099214845,35.76210504305394,35.81955558323856,2308564
2024-01-26,35.81955558323856,36.477009711082445,36.26553526024593,36.371248605991134,3224767
2024-01-29,36.371248605991134,34.47124487515082,33.924829839218575,34.20868060814457,11216658
2024-01-30,34.20868060814457,34.10789261645402,33.52916701173077,34.06699850821248,4192920
2024-01-31,34.06699850821248,27.65700553410662,27.05791734276706,27.39027396539466,4202931
2024-02-01,27.39027396539466,29.766664718310956,29.022447287516556,29.55650910179925,14651756
2024-02-02,29.55650910179925,29.351201104278676,28.595371019895843,28.640704254490405,4970329
2024-02-05,28.640704254490405,28.4576418010087,27.71824696908522,27.837223199905466,4200397
2024-02-06,27.837223199905466,27.159011693632202,26.651171471641394,27.07121315661496,2510815
2024-02-07,27.07121315661496,28.783026805023166,28.115011299793416,28.60291958108604,8118569
2024-02-08,28.60291958108604,27.05322464278654,26.948855268098054,27.05014049491243,5077764
2024-02-09,27.05014049491243,30.12927745648699,29.921919060689927,29.932922269817237,2621661
2024-02-12,29.932922269817237,30.23354140156645,30.068294079734972,30.160841317475956,3438553
2024-02-13,30.160841317475956,30.34612090404791,29.581656339165118,30.07639582644795,2181371
2024-02-14,30.07639582644795,30.433588185977634,30.25415948343069,30.34951701601499,4015972
2024-02-15,30.34951701601499,29.547595273265113,29.272912690744338,29.33412519246058,3553934
2024-02-16,29.33412519246058,30.293475464564608,29.87481222802081,29.96817540514628,9131048
2024-02-19,29.96817540514628,31.997672930705868,31.497808503740135,31.77824991602314,8895773
2024-02-20,31.77824991602314,32.87334336358055,32.07318933155278,32.151933022326745,9220424
2024-02-21,32.151933022326745,33.62309594184758,32.84663287821584,33.25824701978262,3294056
2024-02-22,33.25824701978262,28.58913608418536,27.890511616302444,28.14589472316284,8554856
2024-02-23,28.14589472316284,30.430630840007606,29.816326738547907,29.93784642347401,8780093
2024-02-26,29.93784642347401,29.376276927928114,28.3847740841395,29.20160878200039,5729579
2024-02-27,29.20160878200039,27.978212889394047,27.293422961339395,27.645633040771212,1770594
2024-02-28,27.645633040771212,25.7820841980641,25.58152883481008,25.609448078900634,7211936
2024-02-29,25.609448078900634,22.58688041025318,22.431623519356087,22.533265810662975,5756204
2024-03-01,22.533265810662975,23.680967280121433,23.153370413205657,23.303582151718572,8149607
2024-03-04,23.303582151718572,21.75153072950607,21.1143113599485,21.374095583866524,7376923
2024-03-05,21.374095583866524,21.990745533520915,21.6407888458538,21.78507504813157,4571697
2024-03-06,21.78507504813157,24.897081229408943,24.62435662766895,24.80904866550784,6797057
2024-03-07,24.80904866550784,27.675598320271813,26.4414867636925,26.740597341748494,6875583
2024-03-08,26.740597341748494,27.27208649377629,26.576956669208165,27.046696165522643,4465914
2024-03-11,27.046696165522643,28.004898555129035,27.82819810039556,27.98808147051411,2609226
2024-03-12,27.98808147051411,28.371417418136666,28.096775940758377,28.100587935106258,3584082
2024-03-13,28.100587935106258,27.801670939735267,27.201908748952835,27.479863356260058,3579834
2024-03-14,27.479863356260058,26.64375602113983,26.044265352146,26.551230650576457,3507867
2024-03-15,26.551230650576457,23.611296346152834,23.07526330709164,23.47971639245522,16507887
2024-03-18,23.47971639245522,22.47222039646126,22.282285987424487,22.319900979426812,5160619
2024-03-19,22.319900979426812,24.73539605895943,24.588916326389587,24.722619806506792,9387876
2024-03-20,24.722619806506792,24.323405372135575,23.835821050396703,24.077484779568206,1678184
2024-03-21,24.077484779568206,23.896191814627667,23.155739398193187,23.69844899396543,5059895
2024-03-22,23.69844899396543,24.98742641588599,24.519374217300722,24.567554472432324,2829976
2024-03-25,24.567554472432324,23.09359893481406,22.471207010642456,22.796343795608266,7810754
2024-03-26,22.796343795608266,22.544410729846465,22.061682337278338,22.460862648105987,3345730
2024-03-27,22.460862648105987,23.477349193545304,23.28441040746571,23.405287836402145,1009825
2024-03-28,23.405287836402145,24.096481629141675,23.742171782013976,23.873686293791046,2360079
2024-03-29,23.873686293791046,23.521016256622797,23.25569833231707,23.42906088082024,1424892
